,funded_amnt,addr_state,annual_inc,application_type,dti,earliest_cr_line,emp_length,emp_title,fico_range_high,fico_range_low,grade,home_ownership,id,initial_list_status,installment,int_rate,loan_amnt,mort_acc,open_acc,pub_rec,pub_rec_bankruptcies,purpose,revol_bal,revol_util,sub_grade,term,title,total_acc,verification_status,zip_code,last_pymnt_amnt,num_actv_rev_tl,mo_sin_rcnt_rev_tl_op,mo_sin_old_rev_tl_op,bc_util,bc_open_to_buy,avg_cur_bal,acc_open_past_24mths
4500,15000.0,NJ,65000.0,Individual,14.35,Mar-2005,4 years,Truck Driver,669.0,665.0,B,MORTGAGE,68503785,w,494.5,11.48,15000.0,1.0,4.0,0.0,0.0,debt_consolidation,11761.0,58.8,B5, 36 months,Debt consolidation,10.0,Source Verified,071xx,12256.72,2.0,4.0,129.0,,,36075.0,3.0
281,6025.0,MA,110000.0,Individual,21.32,Oct-1999,10+ years,Mgr. Quality Control,669.0,665.0,C,RENT,68356901,w,208.42,14.85,6025.0,2.0,17.0,1.0,1.0,debt_consolidation,7047.0,38.4,C5, 36 months,Debt consolidation,37.0,Verified,027xx,6143.31,10.0,2.0,194.0,47.3,4962.0,4198.0,10.0
8117,15000.0,CA,70000.0,Individual,9.47,Aug-2008,2 years,UA,674.0,670.0,D,RENT,67576090,w,377.41,17.57,15000.0,0.0,7.0,0.0,0.0,debt_consolidation,16151.0,96.1,D4, 60 months,Debt consolidation,10.0,Not Verified,941xx,377.41,6.0,13.0,88.0,96.1,649.0,3524.0,5.0
7167,25000.0,OR,101000.0,Individual,19.19,Apr-1996,5 years,Lead Analyst,684.0,680.0,B,RENT,67800059,w,521.03,9.17,25000.0,0.0,9.0,0.0,0.0,debt_consolidation,15618.0,84.9,B2, 60 months,Debt consolidation,31.0,Source Verified,972xx,3572.49,4.0,11.0,163.0,98.9,123.0,10200.0,5.0
713,3200.0,TN,49000.0,Individual,25.91,Apr-2000,10+ years,Teacher,669.0,665.0,B,MORTGAGE,66563086,w,104.44,10.78,3200.0,3.0,10.0,3.0,0.0,debt_consolidation,5958.0,79.4,B4, 36 months,Debt consolidation,21.0,Not Verified,376xx,2184.93,3.0,14.0,188.0,79.4,1542.0,20917.0,4.0
6122,3500.0,CA,75000.0,Individual,14.22,Jun-2003,< 1 year,Registered Nurse,684.0,680.0,B,RENT,68142611,f,114.23,10.78,3500.0,0.0,12.0,0.0,0.0,moving,10859.0,34.9,B4, 36 months,Moving and relocation,28.0,Verified,926xx,1193.35,4.0,4.0,150.0,49.2,7922.0,2862.0,3.0
9066,15000.0,CA,88000.0,Individual,36.21,Mar-2001,10+ years,customer sercice,689.0,685.0,B,MORTGAGE,67959178,w,482.32,9.76,15000.0,2.0,18.0,1.0,0.0,credit_card,26785.0,41.3,B3, 36 months,Credit card refinancing,31.0,Source Verified,914xx,10592.68,9.0,5.0,145.0,55.5,16582.0,17558.0,8.0
4176,3600.0,NY,41000.0,Individual,24.3,Dec-1996,10+ years,Customer  service  manager  ,724.0,720.0,C,MORTGAGE,68384021,w,123.03,13.99,3600.0,4.0,20.0,0.0,0.0,debt_consolidation,12244.0,21.7,C4, 36 months,Debt consolidation,35.0,Source Verified,144xx,122.67,8.0,2.0,228.0,24.7,36091.0,6178.0,5.0
4936,28000.0,IL,75000.0,Individual,16.64,Oct-2001,9 years,Creative Director,714.0,710.0,A,MORTGAGE,68433503,w,876.26,7.91,28000.0,5.0,13.0,0.0,0.0,debt_consolidation,32058.0,59.7,A5, 36 months,Debt consolidation,23.0,Not Verified,605xx,5190.02,6.0,78.0,170.0,68.8,14390.0,15820.0,1.0
4510,3000.0,CA,45000.0,Individual,9.47,May-2007,10+ years,owner/operator,704.0,700.0,C,RENT,68613343,w,100.91,12.88,3000.0,0.0,7.0,0.0,0.0,other,5652.0,53.3,C2, 36 months,Other,8.0,Source Verified,934xx,291.48,5.0,12.0,103.0,66.0,2825.0,1732.0,5.0
3567,20000.0,NY,120000.0,Individual,17.82,Apr-2009,10+ years,Senior VP Operations,674.0,670.0,B,MORTGAGE,68574825,w,659.33,11.48,20000.0,1.0,16.0,0.0,0.0,debt_consolidation,22268.0,61.5,B5, 36 months,Debt consolidation,24.0,Source Verified,117xx,659.33,7.0,6.0,80.0,64.1,12405.0,38776.0,8.0
1739,32000.0,FL,115000.0,Individual,20.47,Jun-1982,,,674.0,670.0,D,MORTGAGE,68615353,w,812.07,17.97,32000.0,6.0,12.0,1.0,1.0,other,23292.0,60.0,D4, 60 months,Other,44.0,Verified,346xx,22411.38,9.0,1.0,402.0,83.2,2345.0,21002.0,9.0
3550,4200.0,MT,24000.0,Individual,22.1,Nov-1999,10+ years,Member Service Rep,709.0,705.0,C,MORTGAGE,68474362,w,142.41,13.44,4200.0,4.0,4.0,0.0,0.0,credit_card,17027.0,96.2,C3, 36 months,Credit card refinancing,28.0,Source Verified,594xx,4082.29,3.0,26.0,193.0,93.3,413.0,31952.0,0.0
8847,15000.0,CT,65000.0,Individual,20.09,Apr-2004,5 years,Social Worker,734.0,730.0,A,RENT,67829194,w,462.41,6.89,15000.0,1.0,19.0,0.0,0.0,credit_card,30030.0,60.2,A3, 36 months,Credit card refinancing,33.0,Not Verified,060xx,12789.69,7.0,18.0,130.0,61.7,11264.0,12472.0,3.0
3896,8500.0,OK,39000.0,Individual,9.26,May-2007,1 year,Paralegal,674.0,670.0,C,RENT,68584572,w,282.29,11.99,8500.0,0.0,12.0,0.0,0.0,debt_consolidation,10617.0,81.7,C1, 36 months,Debt consolidation,19.0,Not Verified,741xx,281.9,4.0,21.0,103.0,84.9,1571.0,3643.0,1.0
7652,7000.0,NH,35000.0,Individual,18.42,Oct-2012,2 years,Production Engineer,694.0,690.0,A,RENT,67810521,w,219.0,7.89,7000.0,0.0,7.0,0.0,0.0,major_purchase,6465.0,68.8,A5, 36 months,Major purchase,8.0,Not Verified,032xx,1504.67,3.0,7.0,23.0,59.1,736.0,6122.0,6.0
8385,5000.0,TN,65000.0,Individual,35.34,Feb-2001,10+ years,physical therapist tech.,674.0,670.0,D,OWN,67999574,w,177.15,16.55,5000.0,3.0,23.0,0.0,0.0,home_improvement,19915.0,50.5,D2, 36 months,Home improvement,35.0,Source Verified,370xx,4410.98,15.0,1.0,172.0,71.1,4188.0,5389.0,12.0
485,28000.0,CA,76008.0,Individual,14.47,Sep-1995,4 years,Attorney,694.0,690.0,B,MORTGAGE,68426258,w,583.55,9.17,28000.0,1.0,18.0,0.0,0.0,debt_consolidation,38235.0,43.1,B2, 60 months,Debt consolidation,38.0,Source Verified,945xx,15787.84,13.0,1.0,243.0,51.9,34094.0,2249.0,4.0
9220,12000.0,CA,36000.0,Individual,11.67,May-1998,< 1 year,Owner,699.0,695.0,A,OWN,67216542,w,371.96,7.26,12000.0,1.0,9.0,0.0,0.0,credit_card,10677.0,29.1,A4, 36 months,Credit card refinancing,20.0,Source Verified,945xx,0.0,6.0,1.0,211.0,56.8,6310.0,1525.0,1.0
1499,12000.0,SC,178500.0,Individual,19.31,Dec-2003,10+ years,medical dosimetrist,719.0,715.0,C,OWN,68423217,w,403.64,12.88,12000.0,4.0,23.0,0.0,0.0,debt_consolidation,17784.0,29.0,C2, 36 months,Debt consolidation,63.0,Not Verified,290xx,4248.2,9.0,8.0,140.0,22.0,29099.0,14306.0,15.0
3526,5000.0,GA,18406.0,Individual,31.89,Sep-2009,3 years,ParaProfessional,694.0,690.0,E,RENT,68374127,w,187.1,20.5,5000.0,0.0,14.0,0.0,0.0,other,5271.0,45.8,E4, 36 months,Other,15.0,Verified,300xx,1899.27,7.0,7.0,75.0,50.9,5058.0,1801.0,8.0
3312,2000.0,VA,46000.0,Individual,25.18,May-2005,< 1 year,Social Worker,674.0,670.0,C,RENT,68434374,w,68.35,13.99,2000.0,0.0,13.0,0.0,0.0,other,5048.0,54.0,C4, 36 months,Other,14.0,Not Verified,236xx,832.13,9.0,2.0,97.0,80.0,1225.0,612.0,5.0
6533,13000.0,WA,50000.0,Individual,22.59,Aug-2001,3 years,Nursing ,819.0,815.0,A,RENT,68112671,w,401.35,6.99,13000.0,0.0,9.0,0.0,0.0,debt_consolidation,1190.0,4.3,A3, 36 months,Debt consolidation,19.0,Not Verified,981xx,13007.96,3.0,27.0,172.0,5.3,21110.0,2516.0,1.0
1840,15000.0,FL,130000.0,Individual,14.31,Oct-2004,10+ years,Director,719.0,715.0,A,MORTGAGE,68374332,w,451.73,5.32,15000.0,3.0,13.0,0.0,0.0,credit_card,9317.0,37.7,A1, 36 months,Credit card refinancing,17.0,Not Verified,347xx,13152.01,5.0,6.0,134.0,84.2,1533.0,34091.0,8.0
3601,3500.0,NJ,60000.0,Individual,32.02,Apr-2006,3 years,personal lines,679.0,675.0,D,RENT,68364520,w,124.08,16.59,3500.0,0.0,18.0,0.0,0.0,home_improvement,6450.0,30.6,D2, 36 months,Home improvement,35.0,Verified,086xx,124.08,9.0,2.0,116.0,40.5,4343.0,1971.0,10.0
21,16000.0,SC,48000.0,Individual,33.18,Jun-1991,10+ years,Bookkeeper/Accounting,689.0,685.0,C,MORTGAGE,68009401,w,379.39,14.85,16000.0,2.0,11.0,2.0,0.0,credit_card,19108.0,29.6,C5, 60 months,Credit card refinancing,19.0,Not Verified,297xx,12322.68,9.0,11.0,294.0,17.6,263953.0,2848.0,6.0
5835,21000.0,GA,59000.0,Individual,26.02,Jul-1997,10+ years,Teacher,724.0,720.0,B,MORTGAGE,67625795,w,454.3,10.78,21000.0,3.0,16.0,0.0,0.0,debt_consolidation,26434.0,40.3,B4, 60 months,Debt consolidation,26.0,Not Verified,300xx,454.3,9.0,5.0,221.0,41.9,31451.0,14359.0,4.0
9128,20450.0,IL,71000.0,Individual,30.02,Aug-2003,4 years,Quality Engineer,679.0,675.0,D,RENT,67859231,w,729.0,16.99,20450.0,0.0,22.0,0.0,0.0,debt_consolidation,13091.0,74.0,D3, 36 months,Debt consolidation,37.0,Not Verified,606xx,11218.31,8.0,2.0,147.0,103.3,0.0,3751.0,4.0
8119,14875.0,NE,40000.0,Individual,11.16,Feb-2001,< 1 year,Community Manager,684.0,680.0,E,RENT,67810095,w,385.79,18.99,14875.0,0.0,17.0,0.0,0.0,debt_consolidation,4847.0,64.6,E3, 60 months,Debt consolidation,22.0,Verified,685xx,385.79,5.0,12.0,169.0,69.2,2153.0,2651.0,6.0
8907,4500.0,MD,35000.0,Individual,18.04,Sep-2005,2 years,Associate Producer,679.0,675.0,B,MORTGAGE,67979215,w,143.46,9.17,4500.0,0.0,9.0,0.0,0.0,debt_consolidation,5539.0,39.6,B2, 36 months,Debt consolidation,19.0,Source Verified,212xx,143.27,3.0,20.0,74.0,39.6,8461.0,3877.0,2.0
7513,5875.0,NJ,62000.0,Individual,18.14,Dec-2001,7 years,RN Clinical Supervisor,669.0,665.0,B,OWN,67980194,w,187.29,9.17,5875.0,1.0,11.0,1.0,0.0,major_purchase,6798.0,71.6,B2, 36 months,Major purchase,29.0,Verified,076xx,187.23,6.0,56.0,147.0,95.1,142.0,1406.0,2.0
4303,31750.0,AZ,80000.0,Individual,24.69,Nov-2003,6 years,Director of Practice Management,709.0,705.0,D,OWN,68403937,w,1112.64,15.77,31750.0,2.0,23.0,0.0,0.0,debt_consolidation,37115.0,50.2,D1, 36 months,Debt consolidation,31.0,Source Verified,859xx,14462.49,15.0,1.0,145.0,53.7,13577.0,19194.0,5.0
8239,35000.0,MA,123000.0,Individual,16.36,Nov-1999,8 years,Middleware advisor,689.0,685.0,B,MORTGAGE,68029579,w,1102.92,8.38,35000.0,1.0,15.0,0.0,0.0,credit_card,43783.0,63.3,B1, 36 months,Credit card refinancing,29.0,Verified,018xx,1102.87,7.0,11.0,193.0,62.9,19999.0,23486.0,3.0
7438,20075.0,TX,120000.0,Individual,32.82,May-2006,6 years,General Sales Manager,709.0,705.0,E,MORTGAGE,67818735,w,511.96,18.2,20075.0,5.0,12.0,0.0,0.0,debt_consolidation,44800.0,75.0,E1, 60 months,Debt consolidation,26.0,Verified,780xx,15538.68,5.0,11.0,98.0,84.0,13310.0,60462.0,5.0
5876,20000.0,CA,80000.0,Individual,9.05,Aug-2001,9 years,Owner,684.0,680.0,F,RENT,68232755,f,557.51,22.45,20000.0,1.0,4.0,0.0,0.0,small_business,2663.0,37.0,F1, 60 months,Business,22.0,Source Verified,926xx,1115.02,1.0,25.0,148.0,40.3,3937.0,8886.0,2.0
7944,30000.0,FL,115000.0,Individual,28.41,Oct-2001,1 year,Head of HR,704.0,700.0,B,MORTGAGE,67789787,w,964.64,9.76,30000.0,5.0,12.0,0.0,0.0,debt_consolidation,45237.0,83.8,B3, 36 months,Debt consolidation,27.0,Source Verified,322xx,100.0,4.0,5.0,170.0,86.7,6904.0,34175.0,3.0
3977,9375.0,NY,80000.0,Individual,9.74,Mar-2005,3 years,Senior Property Manager ,714.0,710.0,C,RENT,68544186,w,324.3,14.85,9375.0,1.0,5.0,0.0,0.0,credit_card,7823.0,85.0,C5, 36 months,Credit card refinancing,13.0,Verified,115xx,12.19,3.0,5.0,129.0,85.0,1377.0,4295.0,5.0
3067,5000.0,CA,53000.0,Individual,11.5,Jul-1985,10+ years,rooms,709.0,705.0,A,RENT,68484790,w,156.48,7.91,5000.0,0.0,15.0,0.0,0.0,credit_card,9155.0,36.1,A5, 36 months,Credit card refinancing,37.0,Not Verified,940xx,3096.7,4.0,3.0,365.0,46.9,9280.0,1289.0,7.0
3753,24000.0,VA,80000.0,Individual,28.65,May-1992,< 1 year,Financial Services Professional,689.0,685.0,C,RENT,68353920,w,558.32,13.99,24000.0,0.0,25.0,0.0,0.0,debt_consolidation,70224.0,54.2,C4, 60 months,Debt consolidation,43.0,Not Verified,236xx,600.0,16.0,0.0,283.0,48.0,42283.0,3260.0,9.0
7113,22400.0,MA,95000.0,Individual,15.37,Jul-2009,10+ years,Associate Director ,719.0,715.0,B,RENT,68162129,w,483.02,10.64,22400.0,2.0,8.0,0.0,0.0,credit_card,15537.0,43.8,B4, 60 months,Credit card refinancing,19.0,Not Verified,012xx,12458.67,4.0,12.0,77.0,43.8,19963.0,7384.0,4.0
5099,35000.0,VA,160000.0,Individual,14.32,Jun-2000,3 years,Chief information officer,694.0,690.0,C,MORTGAGE,68423416,w,1162.34,11.99,35000.0,2.0,10.0,0.0,0.0,credit_card,75365.0,98.0,C1, 36 months,Credit card refinancing,19.0,Verified,201xx,462.2,7.0,87.0,186.0,98.0,1535.0,56093.0,1.0
5173,10000.0,NJ,60000.0,Individual,9.1,Nov-2003,6 years,Business Analyst,679.0,675.0,C,RENT,68373447,w,336.37,12.88,10000.0,0.0,6.0,0.0,0.0,debt_consolidation,1200.0,21.4,C2, 36 months,Debt consolidation,23.0,Source Verified,088xx,682.8,3.0,26.0,103.0,19.7,4093.0,10657.0,1.0
777,9100.0,MI,40000.0,Individual,12.57,Aug-2000,10+ years,Maintenance Technician,744.0,740.0,A,MORTGAGE,68446030,w,284.79,7.91,9100.0,1.0,11.0,0.0,0.0,debt_consolidation,8133.0,22.3,A5, 36 months,Debt consolidation,15.0,Verified,488xx,284.52,4.0,6.0,90.0,57.5,4338.0,14755.0,3.0
5842,6000.0,GA,31000.0,Individual,6.47,Jun-1998,,,664.0,660.0,C,MORTGAGE,68092685,w,203.44,13.44,6000.0,7.0,8.0,1.0,1.0,credit_card,5027.0,29.6,C3, 36 months,Credit card refinancing,47.0,Verified,315xx,2480.06,3.0,1.0,210.0,32.6,10106.0,11263.0,5.0
1402,3000.0,CO,85000.0,Individual,12.42,Aug-2004,7 years,Drafting Manager,789.0,785.0,B,MORTGAGE,68495135,w,95.64,9.17,3000.0,8.0,5.0,0.0,0.0,home_improvement,0.0,0.0,B2, 36 months,Home improvement,32.0,Not Verified,802xx,1786.96,0.0,31.0,134.0,0.0,10500.0,50840.0,3.0
1244,25000.0,FL,80000.0,Individual,17.11,Feb-1997,,,709.0,705.0,A,MORTGAGE,68366301,w,766.12,6.49,25000.0,1.0,8.0,0.0,0.0,debt_consolidation,29315.0,73.7,A2, 36 months,Debt consolidation,26.0,Not Verified,344xx,765.78,5.0,7.0,226.0,78.4,7745.0,26286.0,3.0
8273,18950.0,CA,53500.0,Individual,31.33,Apr-2001,10+ years,Eligibility Supervisor,684.0,680.0,E,RENT,67919563,w,486.28,18.49,18950.0,3.0,15.0,0.0,0.0,debt_consolidation,16922.0,64.3,E2, 60 months,Debt consolidation,30.0,Verified,906xx,486.28,7.0,4.0,176.0,98.4,277.0,3516.0,10.0
4226,24000.0,TX,125000.0,Individual,12.61,Feb-1990,5 years,Senior Territory Manager,829.0,825.0,A,MORTGAGE,68613344,w,722.76,5.32,24000.0,6.0,17.0,0.0,0.0,debt_consolidation,2515.0,2.2,A1, 36 months,Debt consolidation,60.0,Not Verified,762xx,3037.06,5.0,3.0,310.0,2.5,96485.0,15242.0,8.0
9974,24000.0,PA,59000.0,Individual,19.89,Sep-1991,6 years,teaqcher,714.0,710.0,E,MORTGAGE,67286266,f,622.45,18.99,24000.0,2.0,13.0,1.0,1.0,debt_consolidation,19765.0,53.9,E3, 60 months,Debt consolidation,39.0,Source Verified,180xx,23882.92,6.0,3.0,291.0,72.1,6853.0,4185.0,8.0
2693,5000.0,AR,35000.0,Individual,39.37,Jun-1999,6 years,Flowrap operator,679.0,675.0,C,MORTGAGE,68464953,w,169.54,13.44,5000.0,4.0,5.0,1.0,0.0,debt_consolidation,2140.0,97.3,C3, 36 months,Debt consolidation,17.0,Verified,723xx,169.54,1.0,53.0,198.0,97.3,60.0,21531.0,2.0
1681,6000.0,CA,75000.0,Individual,9.66,Feb-2007,< 1 year,Partnership Advisor ,729.0,725.0,B,RENT,68485076,w,193.05,9.8,6000.0,0.0,5.0,0.0,0.0,debt_consolidation,6847.0,93.8,B3, 36 months,Debt consolidation,11.0,Source Verified,941xx,3583.02,1.0,28.0,106.0,97.8,153.0,3398.0,2.0
5124,17575.0,OK,48865.0,Individual,25.64,Jul-2004,10+ years,Loss Mit Supervisor ,664.0,660.0,E,RENT,67818898,w,480.23,21.48,17575.0,0.0,8.0,0.0,0.0,debt_consolidation,4035.0,53.1,E5, 60 months,Debt consolidation,22.0,Verified,731xx,480.23,4.0,2.0,36.0,52.4,2426.0,9197.0,5.0
6899,24000.0,CA,100000.0,Individual,35.68,Oct-1990,< 1 year,Associate Advisor,719.0,715.0,B,RENT,68072213,w,765.1,9.17,24000.0,0.0,10.0,0.0,0.0,credit_card,108187.0,69.8,B2, 36 months,Credit card refinancing,19.0,Not Verified,920xx,10914.13,5.0,25.0,302.0,79.3,21313.0,13608.0,2.0
8785,28500.0,CA,71200.0,Individual,12.44,Apr-2000,10+ years,Professor,709.0,705.0,E,MORTGAGE,67869410,w,731.34,18.49,28500.0,3.0,9.0,0.0,0.0,debt_consolidation,15882.0,38.0,E2, 60 months,Debt consolidation,27.0,Source Verified,958xx,731.34,7.0,4.0,188.0,44.0,7200.0,31021.0,6.0
5968,12000.0,CA,136000.0,Individual,15.11,Sep-1997,1 year,"Director, Medical Records",674.0,670.0,B,RENT,68242811,w,391.62,10.78,12000.0,1.0,17.0,0.0,0.0,debt_consolidation,2450.0,32.7,B4, 36 months,Debt consolidation,43.0,Source Verified,959xx,4134.31,5.0,0.0,219.0,60.4,1187.0,2212.0,9.0
4889,13850.0,WI,33000.0,Individual,36.36,Aug-2004,< 1 year,Assistant Manager,679.0,675.0,E,RENT,67929066,f,370.81,20.5,13850.0,0.0,15.0,0.0,0.0,debt_consolidation,15246.0,91.3,E4, 60 months,Debt consolidation,24.0,Verified,537xx,11539.76,4.0,6.0,100.0,99.0,127.0,3747.0,4.0
5937,10500.0,CA,38000.0,Individual,21.0,Aug-1999,,,669.0,665.0,C,MORTGAGE,68222717,w,358.82,13.99,10500.0,0.0,11.0,1.0,1.0,debt_consolidation,10163.0,62.3,C4, 36 months,Debt consolidation,24.0,Verified,958xx,6478.42,9.0,0.0,196.0,78.7,1302.0,1608.0,8.0
765,13000.0,MS,38000.0,Individual,25.89,Apr-1998,10+ years,Administrative Assistant III,679.0,675.0,C,MORTGAGE,68577081,w,437.28,12.88,13000.0,3.0,13.0,1.0,1.0,home_improvement,10410.0,49.3,C2, 36 months,Home improvement,35.0,Source Verified,391xx,8698.45,8.0,2.0,212.0,67.9,2953.0,8158.0,8.0
599,24000.0,IN,115000.0,Individual,17.71,Nov-1994,10+ years,executive chef,694.0,690.0,C,MORTGAGE,68596525,w,558.32,13.99,24000.0,2.0,11.0,1.0,1.0,debt_consolidation,20359.0,73.5,C4, 60 months,Debt consolidation,32.0,Verified,463xx,15566.03,2.0,63.0,253.0,73.5,7341.0,41133.0,6.0
3531,34000.0,UT,106000.0,Individual,19.35,Aug-1999,10+ years,Sales Director,699.0,695.0,C,MORTGAGE,68494510,w,756.14,11.99,34000.0,7.0,13.0,0.0,0.0,debt_consolidation,30682.0,66.0,C1, 60 months,Debt consolidation,31.0,Verified,840xx,21502.03,9.0,14.0,196.0,81.0,6033.0,47808.0,2.0
2210,5050.0,MD,130000.0,Individual,31.36,Nov-1994,10+ years,HR Manager,714.0,710.0,C,MORTGAGE,68435431,w,167.71,11.99,5050.0,3.0,17.0,0.0,0.0,other,132610.0,75.9,C1, 36 months,Other,38.0,Verified,217xx,827.71,10.0,10.0,253.0,83.7,13131.0,31787.0,4.0
4400,6000.0,CA,20000.0,Individual,31.03,Jul-1996,10+ years,Personal trainer,679.0,675.0,C,RENT,68423907,w,203.44,13.44,6000.0,1.0,7.0,1.0,0.0,debt_consolidation,8543.0,65.7,C3, 36 months,Debt consolidation,10.0,Not Verified,925xx,667.21,6.0,1.0,233.0,48.0,728.0,1605.0,5.0
8773,11000.0,OR,50000.0,Individual,19.32,Dec-1985,1 year,Salesman,699.0,695.0,B,RENT,67206621,w,358.26,10.64,11000.0,0.0,9.0,0.0,0.0,credit_card,15743.0,61.0,B4, 36 months,Credit card refinancing,10.0,Not Verified,973xx,716.77,6.0,7.0,360.0,63.0,8869.0,3079.0,8.0
3543,10000.0,NY,43747.0,Individual,20.96,Nov-1999,10+ years,produce clerk ,719.0,715.0,B,RENT,68340323,f,326.35,10.78,10000.0,0.0,7.0,0.0,0.0,debt_consolidation,5683.0,41.5,B4, 36 months,,22.0,Verified,115xx,326.19,2.0,8.0,193.0,50.7,5517.0,4782.0,3.0
1208,30000.0,VA,77045.0,Individual,21.73,Mar-2003,10+ years,Engineer,709.0,705.0,C,MORTGAGE,68356157,w,680.76,12.88,30000.0,1.0,10.0,0.0,0.0,credit_card,28867.0,87.5,C2, 60 months,Credit card refinancing,15.0,Verified,239xx,680.76,6.0,13.0,153.0,90.8,2656.0,18956.0,2.0
2583,11500.0,NY,40000.0,Individual,23.4,Jan-2007,8 years,Assistant Aquatics Director,679.0,675.0,C,OWN,68434963,w,381.91,11.99,11500.0,0.0,9.0,0.0,0.0,debt_consolidation,3719.0,39.0,C1, 36 months,Debt consolidation,17.0,Not Verified,104xx,1149.63,6.0,5.0,99.0,62.0,2000.0,3109.0,2.0
264,34100.0,GA,92892.0,Individual,29.14,Nov-1994,8 years,RN,739.0,735.0,C,MORTGAGE,68537519,w,773.79,12.88,34100.0,2.0,13.0,0.0,0.0,debt_consolidation,21449.0,65.2,C2, 60 months,Debt consolidation,39.0,Verified,302xx,16469.98,3.0,35.0,253.0,77.4,5976.0,18629.0,3.0
3657,5000.0,FL,32000.0,Individual,22.21,Nov-2006,,,704.0,700.0,B,RENT,68534589,w,160.87,9.8,5000.0,0.0,11.0,0.0,0.0,debt_consolidation,10824.0,30.7,B3, 36 months,Debt consolidation,16.0,Verified,346xx,4694.71,7.0,1.0,79.0,31.1,18046.0,3284.0,8.0
393,8000.0,CA,40000.0,Individual,25.15,Aug-2010,6 years,driver ,689.0,685.0,B,RENT,68466644,w,257.39,9.8,8000.0,0.0,19.0,1.0,0.0,debt_consolidation,11247.0,35.3,B3, 36 months,Debt consolidation,25.0,Not Verified,945xx,257.39,10.0,5.0,54.0,35.0,10590.0,1425.0,9.0
2172,15000.0,NY,95000.0,Individual,3.21,Apr-1975,4 years,In room dining server,664.0,660.0,B,RENT,68595282,w,478.19,9.17,15000.0,0.0,6.0,1.0,0.0,credit_card,8661.0,96.2,B2, 36 months,Credit card refinancing,13.0,Not Verified,100xx,980.29,3.0,13.0,184.0,96.2,339.0,2372.0,1.0
693,25000.0,GA,62000.0,Individual,27.24,Feb-2007,2 years,"Designer, Lead",729.0,725.0,A,MORTGAGE,68338627,w,766.12,6.49,25000.0,2.0,9.0,0.0,0.0,credit_card,11141.0,53.6,A2, 36 months,,15.0,Source Verified,310xx,8221.78,3.0,68.0,106.0,53.6,9659.0,15129.0,4.0
283,15000.0,CA,90000.0,Individual,21.17,Aug-1999,2 years,Systems Software Specialist II,714.0,710.0,C,RENT,68466856,w,340.38,12.88,15000.0,5.0,14.0,0.0,0.0,debt_consolidation,18385.0,35.0,C2, 60 months,Debt consolidation,29.0,Not Verified,956xx,10034.99,7.0,1.0,196.0,43.9,3535.0,3304.0,7.0
4819,21000.0,CA,56000.0,Individual,32.55,Jul-2006,6 years,Lead Compliance Technician ,709.0,705.0,D,RENT,68473228,w,538.88,18.49,21000.0,0.0,11.0,0.0,0.0,debt_consolidation,17277.0,62.4,D5, 60 months,Debt consolidation,17.0,Verified,924xx,14532.06,7.0,21.0,113.0,56.0,8221.0,6313.0,5.0
1565,15000.0,PA,60000.0,Individual,16.58,Nov-1999,8 years,Corrugator lead,674.0,670.0,C,OWN,68365846,w,498.15,11.99,15000.0,0.0,8.0,0.0,0.0,debt_consolidation,11273.0,56.1,C1, 36 months,Debt consolidation,14.0,Verified,182xx,497.85,4.0,34.0,193.0,99.0,67.0,3324.0,0.0
3329,12000.0,CT,110000.0,Individual,11.79,Aug-1985,4 years,Manufacturing Manager,699.0,695.0,B,MORTGAGE,67515663,w,253.79,9.8,12000.0,3.0,7.0,1.0,0.0,home_improvement,893.0,89.3,B3, 60 months,Home improvement,16.0,Not Verified,060xx,7375.21,1.0,22.0,364.0,,,35439.0,3.0
27,16000.0,NM,109000.0,Individual,23.35,Apr-2002,< 1 year,Professional Sales Associate,684.0,680.0,D,MORTGAGE,68526907,w,406.04,17.97,16000.0,1.0,11.0,0.0,0.0,debt_consolidation,42469.0,87.6,D4, 60 months,Debt consolidation,33.0,Source Verified,880xx,15481.3,6.0,3.0,164.0,100.8,0.0,16631.0,5.0
6931,20000.0,MT,50000.0,Individual,14.57,Sep-1997,10+ years,Maint. Superintendent,679.0,675.0,B,RENT,68132361,w,659.33,11.48,20000.0,0.0,10.0,1.0,1.0,debt_consolidation,12567.0,60.7,B5, 36 months,Debt consolidation,13.0,Source Verified,591xx,659.33,5.0,28.0,57.0,68.4,4991.0,1709.0,0.0
8377,10000.0,CA,43000.0,Individual,7.06,May-2005,3 years,Beauty Advisor,719.0,715.0,B,RENT,67206717,w,325.69,10.64,10000.0,0.0,19.0,0.0,0.0,credit_card,10343.0,29.2,B4, 36 months,Credit card refinancing,21.0,Source Verified,914xx,3736.65,6.0,9.0,127.0,41.8,13743.0,1989.0,5.0
1690,20000.0,MA,120000.0,Individual,30.81,Jun-2000,10+ years,Police Officer,664.0,660.0,B,MORTGAGE,68505644,w,652.7,10.78,20000.0,9.0,21.0,0.0,0.0,credit_card,38904.0,95.6,B4, 36 months,Credit card refinancing,55.0,Not Verified,018xx,1952.53,9.0,9.0,186.0,97.0,1097.0,22226.0,6.0
9508,6000.0,GA,73000.0,Individual,7.89,Jul-1998,10+ years,Printer,689.0,685.0,A,RENT,67998715,w,187.72,7.89,6000.0,1.0,16.0,1.0,1.0,credit_card,8793.0,28.5,A5, 36 months,Credit card refinancing,29.0,Not Verified,306xx,611.6,5.0,4.0,209.0,30.1,16906.0,1131.0,11.0
